"";"cab3";"q4";"q120_11";"q120_12";"q120_13";"q120_14";"q120_15";"q120_16";"q120_17";"q120_18";"q120_19";"q120_21";"q120_22";"q120_23";"q120_24";"q120_25";"q120_26";"q120_27";"q120_28";"q120_29";"q120_31";"q120_32";"q120_33";"q120_34";"q120_35";"q120_36";"q120_37";"q120_38";"q120_39";"q120_41";"q120_42";"q120_43";"q120_44";"q120_45";"q120_46";"q120_47";"q120_48";"q120_49";"q120_51";"q120_52";"q120_53";"q120_54";"q120_55";"q120_56";"q120_57";"q120_58";"q120_59";"q120_61";"q120_62";"q120_63";"q120_64";"q120_65";"q120_66";"q120_67";"q120_68";"q120_69";"chance_nova_ocorrencia";"q119_1";"q119_2";"q119_3";"q119_4";"sexo";"renda";"renda_casa";"area_risco";"maior_intrucao";"n_enchentes";"maior_instrucao";"viz"
"668";987;"Santa Helena";4;4;2;4;2;4;2;1;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;2;4;2;2;4;3;3;3;2;3;1;4;4;4;4;4;4;4;1;4;1;1;1;1;1;2;1;1;0;4;0;"media";53
"669";990;"Santa Helena";3;2;3;5;3;4;4;1;3;4;4;4;1;3;1;4;4;4;4;4;4;1;3;3;3;1;2;5;5;4;1;3;3;4;1;2;4;2;2;3;3;3;2;2;2;2;3;4;5;3;3;3;1;3;1;5;1;2;2;2;4;4;0;4;1;"media";53
"670";992;"Santa Helena";5;4;5;3;3;3;3;4;3;5;5;4;3;4;4;3;3;4;5;4;4;3;3;4;3;4;3;5;4;4;3;4;3;3;3;3;5;4;5;3;4;3;3;4;2;5;4;4;4;4;3;4;4;2;2;1;1;1;1;2;1;1;0;1;0;"baixa";53
"671";1064;"Santa Helena";1;1;2;5;5;4;3;3;1;5;4;4;2;5;4;3;4;5;4;4;5;2;4;3;3;4;3;5;5;5;2;4;4;3;5;5;2;4;2;5;4;3;3;3;1;5;4;4;5;3;3;3;3;3;2;2;2;2;2;2;4;4;0;4;0;"media";53
"672";1065;"Santa Helena";2;2;3;3;3;3;3;3;1;5;4;4;3;3;3;3;5;5;5;3;4;2;3;3;3;3;3;5;5;5;3;3;3;3;5;5;2;3;3;5;3;3;3;3;2;4;4;4;4;3;3;3;2;5;1;4;4;4;4;1;8;8;0;4;0;"media";53
"673";1066;"Santa Helena";4;2;4;5;3;3;3;3;3;4;5;5;2;3;4;3;4;5;4;3;3;2;3;3;4;4;4;5;5;5;2;3;4;3;5;5;3;3;2;5;3;3;3;3;2;4;5;5;5;3;3;3;3;4;1;4;4;4;4;1;5;5;0;3;1;"media";53
"674";1500;"Santa Helena";2;2;2;4;1;2;2;2;1;5;5;5;1;3;3;3;4;4;4;4;4;3;3;3;3;2;4;5;5;5;2;3;3;3;4;4;1;1;3;5;4;4;3;2;1;3;5;5;5;2;2;3;3;3;5;4;4;4;4;1;5;5;0;4;0;"media";53
"675";1501;"Santa Helena";3;3;3;5;3;2;4;2;2;5;5;5;2;4;3;4;4;5;3;3;3;2;3;3;4;3;3;5;5;5;2;3;3;3;5;5;2;2;2;5;4;4;3;4;2;4;4;4;5;2;2;3;3;3;1;2;1;1;1;1;5;5;0;2;0;"baixa";53
"676";2137;"Santa Paula";5;5;5;4;3;1;2;2;4;1;2;1;3;2;3;5;4;1;1;2;2;2;4;5;3;2;2;1;1;3;3;4;2;1;3;1;4;3;5;2;4;2;3;5;5;5;4;5;3;2;1;3;2;4;1;4;4;4;4;1;6;6;0;4;0;"media";54
"677";2138;"Santa Paula";1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;5;5;5;1;5;4;4;4;4;1;5;5;0;4;1;"media";54
"678";2144;"Santa Paula";1;2;1;5;4;3;4;5;2;3;2;3;3;3;3;4;4;2;3;3;2;3;4;4;5;5;2;3;2;2;3;3;5;5;4;2;5;4;3;5;3;4;4;4;3;4;5;3;5;4;3;3;5;3;3;5;5;5;5;2;1;1;0;4;0;"media";54
"679";2145;"Santa Paula";1;2;3;4;5;4;5;4;2;5;4;5;1;2;2;3;2;4;5;3;4;2;1;1;2;3;5;5;4;5;1;1;2;1;2;4;1;2;3;4;5;4;3;1;2;5;4;5;2;1;2;2;3;4;1;5;4;3;3;1;4;4;0;4;0;"media";54
"680";2148;"Santa Paula";1;1;2;3;3;3;4;4;2;2;1;3;3;4;5;3;5;2;2;1;3;3;4;5;3;5;2;2;1;3;3;4;5;3;5;2;1;1;1;3;4;5;5;5;1;1;1;2;4;4;5;5;5;2;3;5;3;2;4;1;5;5;0;4;0;"media";54
"681";2194;"Santa Paula";5;4;5;2;1;2;1;3;4;2;1;1;3;5;4;3;3;3;1;2;2;2;4;3;4;5;2;2;1;2;3;4;4;4;5;3;1;2;1;4;3;5;4;4;2;5;4;3;1;2;1;2;2;5;2;4;5;4;2;1;6;6;0;4;0;"media";54
"682";81;"Santa Rita";5;5;5;4;4;5;4;5;3;5;5;5;2;2;3;1;4;5;5;5;5;1;5;4;2;1;4;5;5;5;1;4;3;3;5;4;1;5;1;5;4;4;4;4;1;5;5;5;5;2;3;2;1;1;5;5;5;5;4;1;1;1;1;4;0;"media";55
"683";82;"Santa Rita";5;1;3;2;1;3;4;2;3;5;5;4;3;2;1;3;3;4;4;2;3;1;2;1;2;1;1;4;3;3;1;1;1;1;1;4;5;3;1;3;3;4;4;4;3;5;5;5;5;3;5;5;1;1;4;4;1;1;4;2;1;1;1;5;0;"alta";55
"684";83;"Santa Rita";3;3;1;4;4;4;4;3;4;5;4;3;4;4;5;5;5;5;4;4;4;5;5;5;5;5;2;5;5;1;5;5;4;5;3;1;1;1;1;4;5;4;4;4;1;5;5;5;5;5;5;3;3;1;5;4;5;4;5;2;5;5;1;4;15;"media";55
"685";84;"Santa Rita";1;2;4;2;1;1;1;1;4;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;3;5;5;5;5;1;1;1;3;5;5;3;3;3;3;5;5;5;5;5;1;5;1;3;3;2;3;3;5;2;2;1;1;1;1;7;7;0;4;0;"media";55
"686";85;"Santa Rita";1;3;1;4;4;4;5;5;4;3;4;4;5;4;4;4;5;3;3;3;4;4;4;5;5;5;4;4;4;3;5;4;4;4;5;5;4;4;3;4;4;4;5;5;1;1;3;1;5;4;4;4;5;1;1;2;1;1;1;2;4;4;0;3;0;"media";55
"687";86;"Santa Rita";1;2;1;3;4;4;3;1;2;5;5;4;3;2;2;3;3;4;4;3;3;3;2;3;4;3;2;5;3;4;2;1;2;3;3;2;1;1;1;2;3;4;4;4;1;4;3;4;5;2;2;1;1;1;5;5;5;2;2;1;6;6;1;5;3;"alta";55
"688";87;"Santa Rita";1;1;3;5;3;3;3;3;4;4;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;5;3;3;3;3;1;4;3;3;3;3;3;3;3;1;1;5;2;1;1;2;1;1;1;3;0;"media";55
"689";228;"Santa Rita";4;2;5;4;5;3;1;2;5;5;5;5;1;1;1;1;5;5;4;4;5;2;2;2;1;2;3;5;5;5;1;1;1;1;5;5;3;3;3;4;5;5;1;5;2;5;5;5;5;5;5;1;1;2;4;5;5;5;4;1;5;5;0;4;1;"media";55
"690";229;"Santa Rita";5;1;5;4;2;2;1;1;5;5;5;5;1;2;1;1;5;5;5;5;1;2;4;3;2;5;4;5;5;5;1;1;1;1;5;5;1;2;1;5;5;5;4;5;1;5;5;5;5;5;5;1;1;5;2;2;2;2;2;1;6;6;0;5;0;"alta";55
"691";263;"Santa Rita";1;1;5;4;5;5;1;1;1;5;1;1;1;5;2;1;5;5;3;3;3;1;5;4;2;1;1;5;3;5;1;2;5;1;5;5;1;1;1;1;5;5;1;5;1;2;5;4;5;5;5;1;1;1;2;2;2;4;4;1;7;7;0;4;0;"media";55
"692";276;"Santa Rita";4;4;4;3;3;3;1;1;3;5;5;5;1;1;1;1;5;5;5;5;5;2;5;5;1;1;5;5;5;5;1;1;1;1;5;5;4;4;4;4;5;5;2;5;3;4;5;5;5;5;5;5;5;1;2;2;2;4;2;2;2;2;0;4;2;"media";55
"693";280;"Santa Rita";5;1;3;3;4;5;1;1;3;5;5;5;1;1;1;1;5;5;5;5;5;1;3;3;2;5;3;5;5;4;4;1;2;5;5;4;5;5;2;4;4;5;1;5;3;5;5;5;5;5;5;5;1;1;1;5;4;4;4;2;6;6;0;3;0;"media";55
"694";302;"Santa Rita";4;2;2;2;2;2;2;2;2;3;4;4;2;2;2;2;4;4;4;4;3;2;3;3;3;2;2;4;4;4;2;2;2;3;2;2;2;2;3;3;3;2;2;2;2;1;1;3;3;3;3;4;3;1;2;2;2;1;2;2;5;5;1;4;0;"media";55
"695";305;"Santa Rita";1;5;3;4;5;4;1;3;1;2;5;3;2;1;3;5;3;4;5;4;5;4;4;5;3;5;3;4;4;5;5;4;4;5;3;5;4;4;5;5;2;4;5;4;4;4;5;4;3;2;4;4;5;4;2;5;2;4;5;1;5;5;0;2;0;"baixa";55
"696";306;"Santa Rita";1;1;1;4;3;2;4;3;1;5;3;3;2;2;2;2;3;3;1;1;1;1;1;2;2;1;1;5;5;4;1;1;2;2;3;1;1;1;1;1;1;1;4;4;1;1;1;1;1;4;4;4;3;1;2;2;1;1;1;2;5;5;1;4;10;"media";55
"697";351;"Santa Rita";5;1;1;2;4;2;1;1;2;1;2;1;1;4;3;2;2;3;2;1;1;1;2;3;1;1;3;2;2;1;1;3;2;1;5;3;4;2;3;1;5;5;3;5;1;5;3;3;2;2;2;1;2;1;5;4;4;4;4;2;5;5;0;5;4;"alta";55
"698";353;"Santa Rita";5;3;3;2;3;3;2;2;3;5;5;4;2;2;2;2;2;5;3;2;2;1;2;3;1;1;2;5;4;2;2;3;3;2;5;5;5;5;4;5;4;4;3;4;4;3;2;3;2;2;2;2;2;1;5;5;5;3;3;2;3;3;0;4;4;"media";55
"699";354;"Santa Rita";3;1;4;1;2;3;2;1;1;1;5;5;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;5;5;1;3;2;2;4;1;5;1;1;1;4;5;5;5;3;1;5;4;4;5;4;2;5;4;1;5;5;2;4;4;2;1;1;1;4;5;"media";55
"700";355;"Santa Rita";5;1;5;5;5;5;4;5;2;5;5;5;3;3;2;3;3;5;4;4;4;3;2;2;2;3;5;4;4;4;2;2;2;2;2;4;3;3;3;4;5;5;5;5;5;5;5;4;4;4;3;4;5;4;1;4;4;4;4;2;5;5;0;2;9999;"baixa";55
"701";404;"Santa Rita";5;2;3;2;2;3;2;2;1;5;2;2;1;2;2;1;1;2;5;2;4;1;2;2;2;2;1;5;2;3;2;4;4;3;5;1;5;5;2;4;4;4;3;4;1;5;5;2;4;3;3;2;1;2;1;1;1;1;1;2;1;1;0;4;2;"media";55
"702";405;"Santa Rita";1;1;3;4;5;5;2;3;1;4;5;5;1;2;2;1;3;2;1;3;4;1;3;2;1;1;1;1;2;5;2;3;3;2;4;1;1;2;2;5;5;5;5;5;1;1;3;1;5;3;2;5;2;1;1;4;4;2;4;2;1;1;0;3;0;"media";55
"703";406;"Santa Rita";1;1;1;5;5;5;5;4;1;1;1;1;4;5;5;4;3;1;1;2;1;2;5;5;3;2;1;1;1;1;3;5;5;3;5;2;5;4;5;5;5;5;5;5;2;3;2;1;5;4;5;3;1;1;1;1;1;1;1;1;5;5;0;4;3;"media";55
"704";407;"Santa Rita";2;1;1;2;4;4;4;2;1;4;4;3;1;2;2;1;2;1;5;5;4;2;3;2;2;2;1;5;5;4;2;3;2;2;5;1;4;4;2;5;5;5;4;5;1;2;2;3;4;2;2;2;2;1;1;3;5;1;5;2;1;1;0;4;0;"media";55
"705";612;"Santa Rita";1;2;5;2;5;5;1;1;1;2;3;2;2;2;2;1;5;4;5;5;2;3;2;5;4;5;5;5;5;4;1;1;1;3;2;2;2;2;3;5;5;5;4;4;1;4;5;5;1;2;2;2;5;1;5;5;5;5;5;2;5;5;1;4;1;"media";55
"706";618;"Santa Rita";1;1;1;4;4;5;1;1;3;2;2;2;1;1;2;1;5;5;4;4;4;5;5;1;1;1;3;5;5;5;1;1;1;1;5;5;3;3;3;5;5;5;1;5;5;5;5;1;5;5;5;1;1;1;1;3;3;4;4;1;4;4;0;3;0;"media";55
"707";619;"Santa Rita";5;1;5;1;5;3;5;2;5;5;5;5;2;2;1;2;4;5;5;1;4;3;4;4;4;1;4;5;3;3;2;3;3;2;2;3;1;3;2;2;3;4;5;1;2;5;5;5;5;4;2;5;1;1;2;5;5;5;5;2;5;5;1;5;1;"alta";55
"708";625;"Santa Rita";4;1;5;2;4;2;2;2;5;4;5;5;1;2;1;2;4;4;4;1;1;2;5;1;5;2;2;4;1;2;2;2;5;3;2;2;2;2;3;5;2;3;3;2;2;4;4;4;4;2;4;4;3;3;1;5;1;4;2;2;3;3;0;4;0;"media";55
"709";626;"Santa Rita";1;2;4;4;2;1;1;1;5;3;5;1;3;3;1;5;5;5;5;4;5;1;2;5;1;5;5;5;5;3;1;5;5;1;4;5;4;4;4;5;5;2;3;5;1;5;5;5;1;5;1;5;1;1;1;4;4;4;1;1;7;7;0;1;0;"baixa";55
"710";627;"Santa Rita";2;2;2;1;1;1;2;2;5;1;1;1;2;2;3;3;4;4;1;1;3;1;5;4;1;2;3;2;2;2;2;3;3;1;5;4;4;2;3;5;5;5;5;4;1;5;5;3;5;4;4;4;4;1;5;5;5;5;5;1;4;4;1;3;2;"media";55
"711";628;"Santa Rita";2;2;3;1;2;1;1;1;5;1;1;2;1;2;2;3;4;5;1;1;3;1;5;4;1;2;2;2;3;2;1;3;3;1;5;4;2;3;3;5;5;5;4;4;1;5;5;2;4;4;4;5;5;1;5;5;5;5;5;2;5;5;1;4;2;"media";55
"712";629;"Santa Rita";3;3;2;1;2;2;2;2;1;3;3;2;1;1;1;2;2;1;3;3;2;1;2;2;2;2;1;4;3;2;1;3;3;1;5;1;5;5;1;3;4;4;3;4;1;3;3;3;5;2;1;3;1;1;1;5;5;5;5;1;6;6;0;2;0;"baixa";55
"713";630;"Santa Rita";5;1;5;1;5;3;2;1;5;4;5;4;2;2;2;2;5;5;5;2;3;3;5;4;4;2;5;5;3;1;2;2;2;3;1;3;1;3;3;3;5;5;5;1;1;5;5;5;5;4;2;4;1;2;5;5;5;5;5;2;4;4;0;4;0;"media";55
"714";631;"Santa Rita";5;1;5;1;4;3;3;2;4;5;5;4;2;2;2;2;5;5;3;2;2;3;5;4;4;1;5;3;2;2;3;2;3;3;1;3;1;2;3;4;5;4;5;1;2;4;5;5;5;5;2;5;2;2;5;5;5;5;5;1;5;5;1;2;4;"baixa";55
"715";632;"Santa Rita";1;1;5;5;5;4;2;1;1;1;3;2;1;1;2;2;5;5;5;5;1;1;3;5;4;5;5;5;5;1;1;2;1;3;3;2;1;2;5;5;4;4;4;1;1;4;4;4;3;3;1;2;5;1;5;5;5;5;5;2;5;5;1;4;3;"media";55
"716";633;"Santa Rita";3;2;4;5;4;4;1;1;1;4;4;4;1;2;1;1;3;5;5;5;4;1;1;1;1;2;5;5;4;5;1;2;1;1;5;5;3;3;3;5;5;5;1;5;2;4;4;5;1;5;1;1;1;1;2;4;5;3;5;1;7;7;0;4;0;"media";55
"717";634;"Santa Rita";1;1;4;4;5;5;2;2;1;1;2;3;1;1;2;2;5;5;5;5;3;3;3;5;5;4;4;5;5;4;4;2;1;2;3;3;2;3;4;5;4;4;4;1;1;4;4;5;1;1;2;3;5;2;5;5;5;5;4;2;1;1;1;3;3;"media";55
"718";645;"Santa Rita";5;1;5;1;4;3;2;1;5;4;4;5;2;2;2;5;4;4;5;1;2;2;3;4;4;1;4;4;2;1;3;2;2;3;2;3;1;2;3;3;5;4;5;1;2;5;5;5;4;5;2;5;1;1;5;5;5;5;5;1;6;6;1;4;3;"media";55
"719";646;"Santa Rita";5;1;4;1;5;3;2;2;5;4;5;4;1;1;1;1;5;4;5;1;1;2;5;2;2;4;1;2;4;2;2;3;2;4;2;1;1;2;3;2;4;3;5;1;1;5;5;4;4;5;1;4;3;2;5;5;5;5;5;1;5;5;0;2;1;"baixa";55
"720";657;"Santa Rita";4;4;3;2;3;2;2;2;3;5;5;4;2;2;2;2;3;5;3;3;3;1;2;2;1;2;4;4;4;3;2;2;2;1;4;5;4;4;2;2;2;3;3;4;4;2;2;3;4;3;2;3;2;1;3;5;5;5;1;1;5;5;0;2;6;"baixa";55
"721";658;"Santa Rita";3;2;1;1;3;2;1;2;1;4;3;1;1;2;1;1;3;1;3;2;2;1;4;3;3;2;1;4;2;3;2;4;2;2;5;1;3;3;1;1;5;5;3;5;1;1;3;2;5;3;3;2;2;2;1;5;5;5;5;2;1;1;0;3;0;"media";55
"722";669;"Santa Rita";4;2;4;3;3;3;2;2;1;5;5;4;1;2;2;3;3;2;4;2;3;1;2;2;1;2;1;4;4;3;1;3;3;2;5;2;4;4;2;3;3;4;3;4;1;1;1;4;4;2;2;2;1;2;1;5;5;5;5;2;1;1;0;4;0;"media";55
"723";671;"Santa Rita";3;2;1;1;3;2;1;1;1;4;3;1;2;2;1;1;3;1;3;3;2;1;1;4;2;3;1;3;2;2;1;3;4;3;2;1;4;2;2;4;4;4;4;3;1;1;3;3;5;4;3;3;2;2;1;5;5;5;5;2;1;1;0;4;0;"media";55
"724";672;"Santa Rita";4;2;2;1;2;3;1;1;1;5;2;2;1;1;1;1;3;3;2;2;1;1;2;2;3;1;1;3;2;2;1;3;2;1;4;2;4;4;5;5;5;5;3;4;1;1;1;3;4;2;2;1;1;2;1;5;5;4;4;2;4;4;0;4;0;"media";55
"725";673;"Santa Rita";2;2;1;1;2;2;2;3;1;3;2;1;1;2;1;1;3;1;3;3;1;1;2;3;2;2;1;2;2;2;3;1;2;2;2;1;4;2;1;3;3;4;4;2;1;2;4;4;3;5;2;3;3;2;1;5;5;3;2;1;5;5;0;3;0;"media";55
"726";674;"Santa Rita";3;2;2;2;1;2;1;1;1;5;3;2;2;3;2;1;3;2;2;2;2;2;3;3;1;1;1;3;3;4;2;1;1;2;3;1;5;4;2;3;5;5;3;4;1;2;2;2;5;4;3;1;1;2;1;5;5;2;2;2;4;4;0;1;4;"baixa";55
"727";675;"Santa Rita";3;3;2;1;3;2;2;2;1;4;3;1;2;2;2;3;4;2;5;2;2;2;2;3;4;2;1;5;2;3;3;3;2;2;4;1;5;2;2;4;4;4;3;3;1;2;3;2;4;2;3;2;2;1;1;5;5;3;2;2;5;5;0;4;0;"media";55
"728";677;"Santa Rita";2;1;2;2;3;2;2;3;1;3;2;1;1;2;2;3;3;2;3;2;2;1;3;2;2;2;1;2;2;3;1;3;4;1;5;1;3;4;2;5;5;5;5;5;1;1;2;4;4;3;2;4;2;2;1;5;5;5;5;2;1;1;0;3;0;"media";55
"729";678;"Santa Rita";4;2;5;2;2;2;1;2;1;4;4;2;1;1;1;2;3;1;4;2;2;2;2;2;1;2;1;4;4;3;2;4;1;1;4;1;3;5;2;5;5;5;4;4;1;2;2;3;5;3;3;3;2;1;1;5;5;5;5;1;1;1;0;4;0;"media";55
"730";679;"Santa Rita";3;2;3;1;2;2;2;1;1;4;3;3;1;2;2;2;3;1;3;2;2;1;2;2;2;2;1;4;2;3;1;4;3;2;4;2;4;4;2;5;5;5;4;4;1;1;2;2;5;3;3;3;3;2;1;5;4;4;4;2;4;4;0;4;7;"media";55
"731";680;"Santa Rita";2;2;3;3;3;2;2;2;2;5;4;2;2;2;1;3;3;1;5;2;3;1;2;2;2;2;1;5;3;2;1;4;2;1;5;1;5;5;2;5;5;5;4;5;1;1;2;3;5;3;3;4;1;2;1;3;4;4;5;2;1;1;0;4;0;"media";55
"732";682;"Santa Rita";1;1;4;3;5;4;2;1;1;1;3;2;1;1;1;2;5;4;5;5;3;2;2;5;4;4;5;4;4;4;2;2;2;3;3;3;2;3;4;5;5;5;5;1;1;5;5;5;1;1;1;3;5;1;2;4;3;4;4;2;5;5;0;4;1;"media";55
"733";684;"Santa Rita";5;2;5;1;3;3;3;1;4;5;5;5;1;2;2;1;5;5;5;1;2;3;5;5;4;1;4;4;1;2;2;2;3;2;2;2;1;1;2;5;4;5;5;1;1;4;4;5;5;5;2;4;1;1;2;4;2;5;4;2;7;7;0;4;0;"media";55
"734";737;"Santa Rita";1;1;5;4;4;5;1;1;2;4;4;2;3;3;1;5;5;1;3;3;3;1;5;4;1;1;3;4;4;4;1;1;1;5;5;1;2;2;3;5;5;1;1;5;1;4;4;1;5;5;5;1;1;1;4;4;4;4;4;1;6;6;0;5;0;"alta";55
"735";776;"Santa Rita";1;1;1;2;2;2;1;2;2;5;5;3;1;2;2;2;5;5;5;4;3;2;2;2;2;4;4;2;2;1;5;4;4;1;1;2;3;3;1;4;4;4;3;3;3;1;1;5;5;5;5;2;1;1;2;2;2;2;2;2;5;5;1;5;1;"alta";55
"736";777;"Santa Rita";3;3;2;1;2;2;1;1;5;1;1;2;1;2;2;3;5;5;1;1;3;1;5;4;1;2;3;1;3;2;2;3;3;1;5;4;1;2;3;5;5;5;4;4;1;5;5;3;5;5;5;5;5;1;5;5;5;5;5;1;7;7;1;4;3;"media";55
"737";778;"Santa Rita";1;2;2;3;2;2;1;2;3;5;4;3;1;3;2;1;5;5;5;5;4;3;3;3;3;5;4;3;3;3;5;5;4;1;2;3;3;4;1;5;5;5;3;3;2;1;2;5;5;5;5;3;1;1;1;5;4;5;5;2;5;5;1;4;1;"media";55
"738";781;"Santa Rita";3;3;3;4;2;1;2;1;1;1;1;5;1;5;5;1;1;1;1;1;1;2;5;5;5;1;3;1;2;5;2;5;5;5;1;2;5;2;1;5;5;4;4;5;1;5;1;5;5;5;4;5;4;4;5;5;5;5;5;2;4;4;1;2;5;"baixa";55
"739";782;"Santa Rita";4;4;1;1;5;5;1;1;1;5;5;4;1;3;3;1;5;5;4;4;1;2;5;4;2;3;5;1;3;2;1;1;1;5;5;5;2;2;5;3;5;5;5;1;2;1;1;1;5;1;5;5;1;1;5;5;5;5;5;2;5;5;1;4;10;"media";55
"740";785;"Santa Rita";2;1;2;4;5;4;1;1;1;5;1;1;1;3;3;1;4;5;5;5;3;5;5;5;3;1;4;4;1;1;2;3;4;1;5;4;2;3;1;5;5;5;1;5;1;5;5;5;5;5;5;1;1;1;2;5;5;3;3;2;7;7;0;3;4;"media";55
"741";828;"Santa Rita";4;4;5;1;3;4;1;5;1;5;4;5;1;1;1;1;5;1;5;1;5;1;2;3;2;3;1;5;5;5;2;3;1;1;5;1;3;3;5;5;5;5;1;5;1;4;4;4;5;5;5;1;1;1;5;5;5;5;5;1;4;4;1;3;5;"media";55
"742";863;"Santa Rita";5;2;5;2;3;2;2;2;3;5;5;5;2;1;1;1;5;5;3;2;1;2;3;2;5;1;1;3;2;3;3;3;5;3;2;2;1;2;3;3;5;3;3;2;2;3;5;4;4;4;1;3;3;3;1;5;4;4;4;1;1;1;0;4;0;"media";55
"743";878;"Santa Rita";5;2;5;1;4;3;1;1;5;5;5;4;1;2;1;2;5;5;4;2;2;1;4;2;5;2;2;4;1;1;2;2;4;2;2;1;1;3;2;3;5;2;3;2;1;5;5;5;5;2;4;3;3;2;1;4;4;4;4;2;4;4;0;2;0;"baixa";55
"744";880;"Santa Rita";1;3;3;4;2;2;1;1;3;5;3;1;1;3;2;1;5;5;5;5;5;1;3;2;1;3;4;5;5;4;1;1;1;1;5;5;2;3;3;5;5;5;1;4;2;4;4;4;5;5;5;1;1;5;1;4;4;3;3;1;4;4;0;4;0;"media";55
"745";885;"Santa Rita";1;1;2;5;5;5;2;1;2;5;2;1;1;1;3;3;4;4;5;4;3;4;4;5;3;1;4;5;1;1;2;4;3;1;5;4;1;2;3;5;5;5;1;5;1;5;4;4;4;5;5;5;5;5;2;4;4;4;4;1;7;7;0;3;0;"media";55
"746";919;"Santa Rita";3;1;5;1;4;3;3;1;5;3;4;5;4;2;3;3;4;4;5;2;2;3;5;5;4;1;3;4;1;1;1;3;2;2;2;3;1;2;2;2;3;5;4;4;3;5;5;4;5;5;2;5;1;1;1;1;1;1;1;2;1;1;1;4;3;"media";55
"747";920;"Santa Rita";5;1;1;5;3;2;3;1;5;5;5;4;2;2;1;2;5;5;4;1;2;2;3;4;4;1;4;4;2;1;2;2;3;2;1;4;1;2;2;3;4;5;5;1;3;3;3;4;4;4;3;5;1;2;1;1;1;2;2;1;1;1;0;4;0;"media";55
"748";921;"Santa Rita";4;1;5;1;2;3;3;1;5;4;5;5;1;2;1;2;1;1;5;1;2;3;5;5;4;2;5;5;1;1;1;1;3;2;3;3;1;1;2;5;5;5;1;5;1;5;5;5;5;5;1;5;1;2;1;1;1;1;1;1;1;1;0;3;1;"media";55
"749";922;"Santa Rita";4;1;5;1;4;3;3;1;5;4;5;4;2;2;2;2;5;5;5;1;2;3;5;4;4;1;4;5;2;1;2;2;3;2;1;3;1;2;2;3;5;4;5;1;1;5;5;4;4;5;2;5;2;2;5;5;5;5;5;2;4;4;1;3;10;"media";55
"750";925;"Santa Rita";5;2;5;2;3;3;3;3;5;4;5;4;3;3;3;3;4;4;4;1;2;3;4;2;4;2;3;4;2;2;3;1;3;1;2;1;2;3;3;2;5;3;5;1;2;5;5;3;3;5;1;3;4;2;1;4;4;4;4;2;5;5;0;4;0;"media";55
"751";926;"Santa Rita";3;4;5;4;5;5;5;1;5;5;5;4;1;3;3;2;5;5;5;5;2;4;5;5;1;1;5;5;5;1;1;2;3;1;5;5;4;4;1;1;5;5;5;3;4;4;4;5;5;4;5;1;1;1;5;5;5;5;5;1;5;5;0;5;0;"alta";55
"752";934;"Santa Rita";4;2;4;2;5;3;3;3;5;5;5;5;2;1;2;2;1;5;5;2;1;3;5;3;3;1;3;5;2;1;3;3;4;3;3;1;1;2;3;2;5;3;5;3;1;4;4;4;4;5;1;5;3;1;1;4;5;4;4;1;7;7;0;3;0;"media";55
"753";938;"Santa Rita";5;5;4;1;4;2;2;1;4;5;5;4;2;2;2;2;5;4;5;1;2;3;4;4;4;1;3;5;2;1;3;2;3;2;2;2;1;2;1;3;5;3;5;1;1;5;5;4;4;5;1;4;2;2;2;5;4;4;5;1;5;5;1;4;0;"media";55
"754";945;"Santa Rita";5;1;5;1;1;3;3;1;4;4;5;4;1;1;2;1;1;5;5;1;2;1;3;5;5;2;4;4;1;2;3;1;3;2;3;3;1;1;1;5;5;5;5;5;1;4;5;5;5;1;1;5;1;1;5;1;1;2;1;2;1;1;0;3;1;"media";55
"755";977;"Santa Rita";4;1;2;1;4;1;1;2;1;2;3;1;1;3;2;1;1;3;3;1;1;1;3;2;1;1;1;2;1;2;1;3;3;3;2;4;2;3;1;4;4;2;3;5;1;1;3;1;3;4;4;1;2;1;5;1;5;1;5;2;1;1;0;2;2;"baixa";55
"756";978;"Santa Rita";3;1;1;1;3;2;1;1;1;5;4;4;1;2;2;1;1;5;3;1;2;1;3;2;2;1;1;5;1;2;1;3;2;2;4;5;5;5;2;5;5;5;4;5;2;3;3;1;5;3;2;1;1;1;5;5;5;5;5;2;5;5;0;4;0;"media";55
"757";979;"Santa Rita";3;3;2;2;3;2;2;2;2;4;3;2;1;3;3;2;2;1;3;3;3;1;3;3;2;2;1;4;3;4;1;3;3;2;4;1;4;4;3;4;4;4;4;4;1;3;2;3;4;2;2;3;2;2;1;5;5;5;2;2;4;4;0;4;4;"media";55
"758";980;"Santa Rita";2;1;3;3;4;4;1;1;1;4;4;1;1;1;1;1;2;1;3;2;1;1;3;4;3;2;1;4;2;2;1;4;4;3;5;1;5;5;3;4;5;5;3;4;1;2;2;3;5;3;1;3;4;1;1;5;5;4;4;2;3;3;0;2;2;"baixa";55
